證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
00637L,元大滬深300正2  ,19608000,6024000,13584000,0,0,0,0,0,0,24241000,1310000,372000,938000,47880000,24577000,23303000,37825000
00677U,富邦VIX         ,18588000,3733000,14855000,0,0,0,0,0,0,7699000,1500000,100000,1400000,6299000,0,6299000,22554000
3481,群創            ,45149000,31765000,13384000,0,0,0,4782000,0,4782000,-3824000,1959000,1714000,245000,931000,5000000,-4069000,14342000
053856,台積電富邦98購01,0,0,0,0,0,0,0,0,0,9742000,0,0,0,9747000,5000,9742000,9742000
00633L,富邦上証正2     ,3624000,751000,2873000,0,0,0,0,0,0,4361000,25000,0,25000,8292000,3956000,4336000,7234000
00861,元大全球未來通訊,532000,4000,528000,0,0,0,0,0,0,6590000,0,0,0,6879000,289000,6590000,7118000
051133,台積電永豐95購02,0,0,0,0,0,0,0,0,0,6866000,0,0,0,7714000,848000,6866000,6866000
2888,新光金          ,9945000,5900000,4045000,0,0,0,0,0,0,1478000,61000,223000,-162000,1951000,311000,1640000,5523000
053564,台積電富邦99購01,0,0,0,0,0,0,0,0,0,5340000,0,0,0,5343000,3000,5340000,5340000
2449,京元電子        ,6059365,3976000,2083365,0,0,0,0,0,0,2012000,744000,38000,706000,1394000,88000,1306000,4095365
2313,華通            ,4215000,2401000,1814000,0,0,0,1161000,180000,981000,1154000,427000,312000,115000,1146000,107000,1039000,3949000
052150,台積電富邦95購07,0,0,0,0,0,0,0,0,0,3423000,0,0,0,3709000,286000,3423000,3423000
2492,華新科          ,3962582,1451000,2511582,0,0,0,653000,18000,635000,160000,143000,160000,-17000,300000,123000,177000,3306582
2327,國巨            ,3740182,1264071,2476111,0,0,0,370000,10000,360000,291000,296000,178000,118000,255000,82000,173000,3127111
2345,智邦            ,4152686,1555000,2597686,0,0,0,408000,100000,308000,123000,356000,76000,280000,68000,225000,-157000,3028686
051259,鴻海永昌96購03  ,0,0,0,0,0,0,0,0,0,3019000,0,0,0,4818000,1799000,3019000,3019000
00655L,國泰中國A50正2  ,472000,24000,448000,0,0,0,0,0,0,2399000,0,160000,-160000,4138000,1579000,2559000,2847000
051733,中環國票96購02  ,0,0,0,0,0,0,0,0,0,2681000,0,0,0,2800000,119000,2681000,2681000
00673R,元大S&P原油反1  ,124000,1191000,-1067000,0,0,0,0,0,0,3568000,0,0,0,4881000,1313000,3568000,2501000
044291,群創凱基93購06  ,0,0,0,0,0,0,0,0,0,2395000,0,0,0,2645000,250000,2395000,2395000
2456,奇力新          ,2314000,1316000,998000,0,0,0,567000,0,567000,739000,578000,114000,464000,328000,53000,275000,2304000
053657,元大金凱基96購01,0,0,0,0,0,0,0,0,0,2241000,0,0,0,2296000,55000,2241000,2241000
2368,金像電          ,3920000,2813000,1107000,0,0,0,1120000,785000,335000,791000,792000,1000,791000,0,0,0,2233000
052103,台積電兆豐95購06,0,0,0,0,0,0,0,0,0,2194000,0,0,0,2269000,75000,2194000,2194000
2454,聯發科          ,5901264,3815042,2086222,0,0,0,52000,109000,-57000,119000,199000,227000,-28000,271000,124000,147000,2148222
3661,世芯-KY         ,3326000,1366000,1960000,0,0,0,0,55000,-55000,186000,42000,23000,19000,268000,101000,167000,2091000
06229P,欣興凱基97售07  ,0,0,0,0,0,0,0,0,0,2063000,0,0,0,2382000,319000,2063000,2063000
06426P,T50正2元大9B售01,0,0,0,0,0,0,0,0,0,2017000,0,0,0,2044000,27000,2017000,2017000
06006P,欣興永豐96售04  ,0,0,0,0,0,0,0,0,0,1999000,0,0,0,2055000,56000,1999000,1999000
0050,元大台灣50      ,48000,0,48000,0,0,0,101000,0,101000,1786000,1441000,18000,1423000,1009000,646000,363000,1935000
053244,光磊國票97購01  ,0,0,0,0,0,0,0,0,0,1921000,0,0,0,1921000,0,1921000,1921000
2371,大同            ,2846000,1082000,1764000,0,0,0,0,0,0,14000,100000,86000,14000,0,0,0,1778000
053029,國巨第一96購01  ,0,0,0,0,0,0,0,0,0,1746000,0,0,0,2020000,274000,1746000,1746000
2376,技嘉            ,3499000,4626000,-1127000,0,0,0,1438000,0,1438000,1411000,527000,61000,466000,1187000,242000,945000,1722000
3189,景碩            ,4151000,1798000,2353000,0,0,0,0,1167000,-1167000,375000,146000,16000,130000,289000,44000,245000,1561000
6213,聯茂            ,1674407,603000,1071407,0,0,0,195000,24000,171000,303000,265000,23000,242000,141000,80000,61000,1545407
053675,臺股指元富96購02,0,0,0,0,0,0,0,0,0,1542000,0,0,0,2780000,1238000,1542000,1542000
053470,華邦電元大96購02,0,0,0,0,0,0,0,0,0,1540000,0,0,0,1602000,62000,1540000,1540000
050755,和大元富94購01  ,0,0,0,0,0,0,0,0,0,1522000,0,0,0,1538000,16000,1522000,1522000
054497,國巨永豐96購05  ,0,0,0,0,0,0,0,0,0,1519000,0,0,0,1655000,136000,1519000,1519000
047586,聯發科永豐94購01,0,0,0,0,0,0,0,0,0,1495000,0,0,0,1495000,0,1495000,1495000
03493P,世紀鋼元大02售02,0,0,0,0,0,0,0,0,0,1438000,0,0,0,1438000,0,1438000,1438000
054072,台積電富邦98購02,0,0,0,0,0,0,0,0,0,1421000,0,0,0,1574000,153000,1421000,1421000
06337P,祥碩元大97售05  ,0,0,0,0,0,0,0,0,0,1411000,0,0,0,1536000,125000,1411000,1411000
00708L,元大S&P黃金正2  ,0,0,0,0,0,0,0,0,0,1367000,0,0,0,1797000,430000,1367000,1367000
0056,元大高股息      ,1000,1000,0,0,0,0,120000,0,120000,1232000,30000,0,30000,1202000,0,1202000,1352000
041973,台灣50中信94購01,0,0,0,0,0,0,0,0,0,1313000,0,0,0,1545000,232000,1313000,1313000
051405,世芯永豐95購01  ,0,0,0,0,0,0,0,0,0,1310000,0,0,0,2834000,1524000,1310000,1310000
051786,A50正2國票95購02,0,0,0,0,0,0,0,0,0,1307000,0,0,0,1317000,10000,1307000,1307000
8046,南電            ,1142000,1135000,7000,0,0,0,435000,0,435000,848000,444000,5000,439000,497000,88000,409000,1290000
08590P,智邦凱基9C售04  ,0,0,0,0,0,0,0,0,0,1287000,0,0,0,1287000,0,1287000,1287000
00636,國泰中國A50     ,1202000,0,1202000,0,0,0,0,0,0,80005,10000,180000,-170000,933000,682995,250005,1282005
006205,富邦上証        ,1430000,1000,1429000,0,0,0,0,0,0,-155000,0,60000,-60000,1810000,1905000,-95000,1274000
05283P,健鼎元大95售04  ,0,0,0,0,0,0,0,0,0,1233000,0,0,0,1244000,11000,1233000,1233000
6269,台郡            ,2069000,1326000,743000,0,0,0,97000,40000,57000,406000,343000,154000,189000,234000,17000,217000,1206000
00643,群益深証中小    ,1540000,0,1540000,0,0,0,0,0,0,-337000,0,0,0,544000,881000,-337000,1203000
00738U,元大道瓊白銀    ,0,2000,-2000,0,0,0,0,0,0,1203000,0,9000,-9000,1221000,9000,1212000,1201000
052852,國巨元富96購02  ,0,0,0,0,0,0,0,0,0,1194000,0,0,0,2223000,1029000,1194000,1194000
051888,國巨元富95購05  ,0,0,0,0,0,0,0,0,0,1189000,0,0,0,1231000,42000,1189000,1189000
2455,全新            ,821000,184000,637000,0,0,0,413000,0,413000,129000,67000,7000,60000,125000,56000,69000,1179000
051505,台積電元富95購05,0,0,0,0,0,0,0,0,0,1157000,0,0,0,3364000,2207000,1157000,1157000
00850,元大臺灣ESG永續 ,0,2000,-2000,0,0,0,0,0,0,1151000,0,0,0,1366000,215000,1151000,1149000
053157,日月光元大96購03,0,0,0,0,0,0,0,0,0,1119000,0,0,0,1119000,0,1119000,1119000
00653L,富邦印度正2     ,0,0,0,0,0,0,0,0,0,1103000,0,0,0,1135000,32000,1103000,1103000
052442,中環元大95購02  ,0,0,0,0,0,0,0,0,0,1093000,0,0,0,1500000,407000,1093000,1093000
052385,滬深2X群益99購05,0,0,0,0,0,0,0,0,0,1091000,0,0,0,1433000,342000,1091000,1091000
055518,華新科中信99購01,0,0,0,0,0,0,0,0,0,1087000,0,0,0,2459000,1372000,1087000,1087000
050100,台積電永昌96購02,0,0,0,0,0,0,0,0,0,1085000,0,0,0,2101000,1016000,1085000,1085000
055002,群創元富99購04  ,0,0,0,0,0,0,0,0,0,1084000,0,0,0,1156000,72000,1084000,1084000
2498,宏達電          ,1409070,338000,1071070,0,0,0,0,0,0,7000,30000,24000,6000,26000,25000,1000,1078070
2603,長榮            ,1928597,1240187,688410,0,0,0,240000,0,240000,135000,105000,37000,68000,67000,0,67000,1063410
036805,國巨元富93購02  ,0,0,0,0,0,0,0,0,0,1058000,0,0,0,1093000,35000,1058000,1058000
04874P,高股息中信97售01,0,0,0,0,0,0,0,0,0,1050000,0,0,0,1050000,0,1050000,1050000
054118,國巨永豐96購04  ,0,0,0,0,0,0,0,0,0,1041000,0,0,0,1115000,74000,1041000,1041000
050223,聯茂元富94購02  ,0,0,0,0,0,0,0,0,0,1031000,0,0,0,1031000,0,1031000,1031000
055882,嘉聯益元富97購01,0,0,0,0,0,0,0,0,0,1030000,0,0,0,1070000,40000,1030000,1030000
056830,友達富邦99購01  ,0,0,0,0,0,0,0,0,0,1007000,0,0,0,1058000,51000,1007000,1007000
053457,旺宏國泰98購03  ,0,0,0,0,0,0,0,0,0,990000,0,0,0,1172000,182000,990000,990000
3037,欣興            ,2096000,4626000,-2530000,0,0,0,3000000,18000,2982000,536000,293000,86000,207000,604000,275000,329000,988000
00639,富邦深100       ,1064000,5000,1059000,0,0,0,0,0,0,-71183,0,0,0,1053817,1125000,-71183,987817
06222P,致茂元富97售02  ,0,0,0,0,0,0,0,0,0,986000,0,0,0,996000,10000,986000,986000
054038,T50反1元大98購04,0,0,0,0,0,0,0,0,0,982000,0,0,0,1042000,60000,982000,982000
042116,元油2X國票97購01,0,0,0,0,0,0,0,0,0,969000,0,0,0,969000,0,969000,969000
2324,仁寶            ,2809000,1912000,897000,0,0,0,37000,0,37000,32000,36000,4000,32000,0,0,0,966000
05316P,台積電永昌96售06,0,0,0,0,0,0,0,0,0,956000,0,0,0,976000,20000,956000,956000
050714,深中小群益98購01,0,0,0,0,0,0,0,0,0,942000,0,0,0,1003000,61000,942000,942000
045870,元油2X元富96購02,0,0,0,0,0,0,0,0,0,937000,0,0,0,1003000,66000,937000,937000
055193,世芯元富97購02  ,0,0,0,0,0,0,0,0,0,932000,0,0,0,1443000,511000,932000,932000
03875P,滬深2X國票05售01,0,0,0,0,0,0,0,0,0,923000,0,0,0,952000,29000,923000,923000
049076,佳世達凱基94購01,0,0,0,0,0,0,0,0,0,922000,0,0,0,922000,0,922000,922000
06490P,鴻海富邦99售02  ,0,0,0,0,0,0,0,0,0,917000,0,0,0,1348000,431000,917000,917000
055166,台積電統一97購05,0,0,0,0,0,0,0,0,0,916000,0,0,0,1053000,137000,916000,916000
054689,華新科永豐97購01,0,0,0,0,0,0,0,0,0,911000,0,0,0,1188000,277000,911000,911000
045089,中磊元大94購01  ,0,0,0,0,0,0,0,0,0,903000,0,0,0,903000,0,903000,903000
050190,麗豐元大95購02  ,0,0,0,0,0,0,0,0,0,899000,0,0,0,899000,0,899000,899000
053812,台積電群益96購09,0,0,0,0,0,0,0,0,0,898000,0,0,0,1050000,152000,898000,898000
055426,旺宏群益99購02  ,0,0,0,0,0,0,0,0,0,896000,0,0,0,911000,15000,896000,896000
050725,光磊國票96購01  ,0,0,0,0,0,0,0,0,0,890000,0,0,0,890000,0,890000,890000
00739,元大MSCI A股    ,719000,0,719000,0,0,0,0,0,0,170000,0,0,0,442000,272000,170000,889000
050170,臺指反元大97購02,0,0,0,0,0,0,0,0,0,885000,0,0,0,885000,0,885000,885000
048269,瀚宇博國泰95購01,0,0,0,0,0,0,0,0,0,883000,0,0,0,903000,20000,883000,883000
056713,華擎永豐98購01  ,0,0,0,0,0,0,0,0,0,868000,0,0,0,984000,116000,868000,868000
050171,臺指反元大97購03,0,0,0,0,0,0,0,0,0,866000,0,0,0,926000,60000,866000,866000
054158,國巨日盛99購01  ,0,0,0,0,0,0,0,0,0,866000,0,0,0,1220000,354000,866000,866000
055578,群創統一98購03  ,0,0,0,0,0,0,0,0,0,856000,0,0,0,856000,0,856000,856000
054556,世芯凱基99購01  ,0,0,0,0,0,0,0,0,0,855000,0,0,0,993000,138000,855000,855000
054790,禾伸堂群益98購01,0,0,0,0,0,0,0,0,0,851000,0,0,0,1030000,179000,851000,851000
055281,台光電元大98購03,0,0,0,0,0,0,0,0,0,846000,0,0,0,846000,0,846000,846000
051056,華新科群益95購03,0,0,0,0,0,0,0,0,0,845000,0,0,0,845000,0,845000,845000
3443,創意            ,534000,155000,379000,0,0,0,250000,16000,234000,231000,97000,31000,66000,192000,27000,165000,844000
1227,佳格            ,992000,151000,841000,0,0,0,0,0,0,1000,1000,0,1000,0,0,0,842000
054206,鴻海國票99購01  ,0,0,0,0,0,0,0,0,0,838000,0,0,0,866000,28000,838000,838000
056093,大毅元富97購01  ,0,0,0,0,0,0,0,0,0,829000,0,0,0,864000,35000,829000,829000
042481,嘉聯益統一92購01,0,0,0,0,0,0,0,0,0,828000,0,0,0,828000,0,828000,828000
3711,日月光投控      ,4702000,3843000,859000,0,0,0,45000,0,45000,-78000,170000,35000,135000,23000,236000,-213000,826000
044347,上証2X元大94購01,0,0,0,0,0,0,0,0,0,825000,0,0,0,850000,25000,825000,825000
044457,滬深2X國票97購01,0,0,0,0,0,0,0,0,0,825000,0,0,0,951000,126000,825000,825000
052913,鴻海元富96購05  ,0,0,0,0,0,0,0,0,0,813000,0,0,0,965000,152000,813000,813000
052664,麗豐國票96購02  ,0,0,0,0,0,0,0,0,0,811000,0,0,0,912000,101000,811000,811000
054713,國巨中信9B購01  ,0,0,0,0,0,0,0,0,0,805000,0,0,0,1954000,1149000,805000,805000
04742P,瑞昱統一94售01  ,0,0,0,0,0,0,0,0,0,801000,0,0,0,801000,0,801000,801000
053512,台積電群益96購06,0,0,0,0,0,0,0,0,0,801000,0,0,0,1001000,200000,801000,801000
052653,臺股指永豐97購01,0,0,0,0,0,0,0,0,0,798000,0,0,0,818000,20000,798000,798000
2317,鴻海            ,11152120,11170800,-18680,0,0,0,120000,70000,50000,764000,110000,8000,102000,1342000,680000,662000,795320
2889,國票金          ,845000,57000,788000,0,0,0,0,0,0,5000,5000,0,5000,0,0,0,793000
056955,台灣50永豐98購01,0,0,0,0,0,0,0,0,0,788000,0,0,0,1007000,219000,788000,788000
049054,禾伸堂永豐94購01,0,0,0,0,0,0,0,0,0,786000,0,0,0,798000,12000,786000,786000
044190,聯詠富邦93購01  ,0,0,0,0,0,0,0,0,0,785000,0,0,0,940000,155000,785000,785000
055645,技嘉元富97購01  ,0,0,0,0,0,0,0,0,0,777000,0,0,0,1633000,856000,777000,777000
054727,台積電日盛97購02,0,0,0,0,0,0,0,0,0,772000,0,0,0,1197000,425000,772000,772000
047454,滬深2X群益96購03,0,0,0,0,0,0,0,0,0,765000,0,0,0,765000,0,765000,765000
050614,聯發科元大95購04,0,0,0,0,0,0,0,0,0,762000,0,0,0,1133000,371000,762000,762000
2338,光罩            ,993000,403000,590000,0,0,0,0,0,0,156000,1000,0,1000,214000,59000,155000,746000
050172,臺指反元大98購02,0,0,0,0,0,0,0,0,0,739000,0,0,0,1153000,414000,739000,739000
9958,世紀鋼          ,460000,140000,320000,0,0,0,250000,0,250000,163000,1000,4000,-3000,171000,5000,166000,733000
055734,奇力新元富97購02,0,0,0,0,0,0,0,0,0,730000,0,0,0,972000,242000,730000,730000
050883,嘉聯益國泰96購01,0,0,0,0,0,0,0,0,0,728000,0,0,0,758000,30000,728000,728000
044464,滬深2X群益95購01,0,0,0,0,0,0,0,0,0,726000,0,0,0,815000,89000,726000,726000
050395,大立光元富94購10,0,0,0,0,0,0,0,0,0,723000,0,0,0,798000,75000,723000,723000
055249,大毅統一99購01  ,0,0,0,0,0,0,0,0,0,722000,0,0,0,1282000,560000,722000,722000
